TICKER,Year,Current_Ratio,Debt_to_Equity,Net_Income_to_Assets,Operating_Margin,Cash_Ratio,Operating_Cash_Flow_Ratio,Settore,esg overall,esg environmental,esg social,esg governance,downside risk
ACGL,2018,,2.0867330808008107,,,,0.06948159573400177,Insurance,1.5,0.0,0.5,6.35,0.0024505506134420113
ACGL,2019,,2.0762211147491096,,,,0.08036802446301375,Insurance,1.57,0.0,0.59,6.56,0.018175426778383238
ACGL,2020,,2.094368518510345,,,,0.1056638505169312,Insurance,1.6,0.08,0.59,6.43,0.002573346784547889
ACGL,2021,,2.3272235963923413,,,,0.10465654202838902,Insurance,1.69,0.12,0.59,6.82,0.0026206023069225435
ACGL,2022,,2.7141762267066625,,,,0.11087714118302468,Insurance,1.73,0.12,0.68,6.82,0.0036733377346035187
ACGL,2023,,2.2092617838185538,,,,0.1450655306196971,Insurance,,,,,0.002156468807886364
ADI,2012,8.943768054339209,0.34930675040215264,0.11519751618880862,0.3050739290117367,2.680694201187375,0.5565726926175026,,,,,,
ADI,2013,9.592128690142188,0.34648121131478743,0.1080650120765104,0.2859392488795162,2.8516538950274226,0.5688995895144279,,,,,,
ADI,2014,5.376001406754365,0.44174832777454603,0.08531220041153226,0.26266791430999004,1.363820287528317,0.385631382525988,,,,,,
ADI,2015,3.6626307659816297,0.3921220381175492,0.09588980143496549,0.24186861745999286,1.5226719269562108,0.4434666576863329,Semiconductors & Semiconductor Equipment,3.62,,,,0.0072262957286577
ADI,2016,6.354128165007549,0.5429476204005212,0.10665186308907014,0.3004937478186598,1.4460907792275979,0.45054407450930006,Semiconductors & Semiconductor Equipment,3.86,,,,0.01068025628761292
ADI,2017,1.472963089024926,1.080520670272671,0.03597707237019698,0.20658509536719236,0.09543364882484479,0.10597699555136703,Semiconductors & Semiconductor Equipment,4.47,,,,0.005882218514363407
ADI,2018,1.5020758983774343,0.8610096475507236,0.07012273199762152,0.3034595373098353,0.08630910175094657,0.24753842074531054,Semiconductors & Semiconductor Equipment,4.51,,,,0.00620695122375127
ADI,2019,1.3158450422343178,0.826996115621554,0.063123361370635,0.28552652166522896,0.06695153044978058,0.23106569059353,Semiconductors & Semiconductor Equipment,4.8,,,,0.01252841199190745
ADI,2020,1.8444789969696198,0.7893566739733567,0.05886095099124596,0.2673976422892736,0.1114875036833911,0.21952768655199215,Semiconductors & Semiconductor Equipment,4.89,,,,0.008031292330572867
ADI,2021,1.9414120562723232,0.377166892270053,0.02568829505734766,0.2312291418825176,0.138034127508901,0.18450576862670018,Semiconductors & Semiconductor Equipment,4.43,,,,0.009093233046443877
ADI,2022,2.021567543519072,0.37945713491185384,0.05089913951960589,0.2729076779708377,0.10627802889320635,0.3012885284633492,Semiconductors & Semiconductor Equipment,4.82,,,,0.010151882268341515
ADI,2023,1.3695912974353137,0.37197555508864677,0.06700480098337953,0.3106822088562999,0.07241932261566962,0.35920579350101134,Semiconductors & Semiconductor Equipment,4.93,,,,0.008216045062103243
ADM,2012,1.7514270610476694,1.359312105945193,0.03128552700394754,0.01907043960487816,0.11563161182134536,0.09209488787650146,,,,,,
ADM,2013,1.8220717911808908,1.1665841345557848,0.031853715098610826,0.02083426145287813,0.17242550376865873,0.2303755936175321,,,,,,
ADM,2014,1.6682476573273182,1.2428425864893422,0.046583084442395103,0.03394046876710526,0.08603516616004994,0.1855544449685061,,,,,,
ADM,2015,1.616364311868892,1.24152944199563,0.045104228283487126,0.026734808417509935,0.08034349340161637,0.10926838780192276,Food & Tobacco,3.25,2.2,1.79,7.44,
ADM,2016,1.5975859756045079,1.314708102398632,0.030662263127306088,0.02540660260519324,0.048786967759205845,0.062257631860905105,Food & Tobacco,3.44,2.84,1.78,6.83,0.004155331607642576
ADM,2017,1.5851233058376708,1.1748571402027226,0.04256053637150469,0.022029327762710785,0.041504540490764796,0.1092146296602242,Food & Tobacco,3.47,2.88,1.79,6.83,0.0028237642162597387
ADM,2018,1.7483016302762249,1.1440273033479185,0.04302016879697762,0.02867533947481877,0.0919772364220464,-0.21309763160624176,Food & Tobacco,3.64,2.92,1.8,7.59,0.0025244341036133647
ADM,2019,1.554317752851934,1.281647043606313,0.03144305291143491,0.020895199060797214,0.034474388565637504,-0.2213075922888493,Food & Tobacco,3.83,3.28,1.77,7.66,0.009141559758444972
ADM,2020,1.5007149964267659,1.47407444078442,0.03821966173752802,0.02619843055367453,0.022482531493065918,-0.08637476928371494,Food & Tobacco,4.86,3.28,5.41,7.41,0.0022287058885863908
ADM,2021,1.453845457574798,1.4656740030408477,0.046482689844086364,0.03318514052814198,0.02825976268633332,0.190368604118197,Food & Tobacco,5.61,4.37,5.92,7.64,0.0024611186657294425
ADM,2022,1.463767517627744,1.4282580451691345,0.07399969242833293,0.040824766449513446,0.029495421600442752,0.10082260833450823,Food & Tobacco,5.83,4.96,5.6,7.66,0.00349502523287129
ADM,2023,1.5950594787526795,1.2330267703123552,0.06523607478613495,0.03954862367215747,0.04534906791649938,0.1512831745967567,Food & Tobacco,5.83,4.96,5.6,7.66,0.001915498043870186
ADP,2012,1.0824547924251282,4.040153786004216,0.04264510854650785,0.18368150063570465,0.06742100800938924,0.07318938052480946,,,,,,
ADP,2013,1.0593624657994867,4.213024459522691,0.04382586375100962,0.17658552551204787,0.07826843967238822,0.06084003816113882,,,,,,
ADP,2014,1.0805337155417036,3.805208205314122,0.04773314829136783,0.18087084443013451,0.16034907178035152,0.07242502717868045,,,,,,
ADP,2015,1.0625329641660723,5.885827235540415,0.040926115505474224,0.1841203041315143,0.059882692129754056,0.06281519973177946,Software & IT Services,2.54,1.01,1.3,7.02,0.0037169349544463846
ADP,2016,1.101904181992558,8.744287797391378,0.03410724373675862,0.18773890297414642,0.08222841482841192,0.04736390666642442,Software & IT Services,2.44,0.0,1.5,8.44,0.0036200117327874425
ADP,2017,1.0953451022239575,8.348755337306523,0.048837430317925416,0.18795134364873706,0.08373942182676251,0.06707008961750353,Software & IT Services,2.44,0.0,1.65,8.09,0.0024437729526550107
ADP,2018,1.0538048790176204,9.720516764963383,0.04278166392100623,0.1884839924179902,0.06462557730473238,0.07321956540619332,Software & IT Services,3.51,2.2,1.81,8.34,0.0024445492933856993
ADP,2019,1.052550441675528,6.757125085688414,0.05451188647405212,0.21335854107105345,0.053708362906312215,0.07337390134468254,Software & IT Services,3.9,2.66,2.31,8.22,0.004684289763179085
ADP,2020,1.04771530675638,5.808786224113633,0.0640440354598286,0.2153353725309558,0.0571179750105749,0.09210421257897054,Software & IT Services,4.09,3.09,2.29,8.48,0.0016943368890377118
ADP,2021,1.069484549401392,7.601700211667056,0.05293750806909065,0.22156023526704643,0.05998737956584828,0.07130769067159363,Software & IT Services,3.7,2.17,2.12,8.55,0.0019621910722566393
ADP,2022,0.9935857808064673,18.55421202539504,0.04354487727435005,0.23052072290086326,0.024786567029856228,0.04823546542881937,Software & IT Services,3.36,2.13,1.57,8.31,0.0027334651845343757
ADP,2023,0.9860408332321376,13.525376859390683,0.06988289628350024,0.2502415056038044,0.044208090019019056,0.09254955877702334,Software & IT Services,3.36,2.13,1.57,8.31,0.0012851843294152164
AEE,2012,1.3951707064537293,1.1000949139569476,-0.045810984509496194,-0.18160515054640453,0.013870451581667189,0.11518473457087176,,,,,,
AEE,2013,0.8013002897875116,1.1776866265929746,0.014263181224406849,0.20280918337694115,0.0020897212273558586,0.1224697950926355,,,,,,
AEE,2014,0.909737659197181,1.2193448924780945,0.023576654660456445,0.20716999134709788,0.00031603324722991375,0.08943940511043244,,,,,,
AEE,2015,0.9159101912904,1.1849942718568018,0.026105661581766287,0.20646112656521456,0.01764136979768259,0.11937050672979065,Multiline Utilities,4.55,3.41,3.85,7.62,
AEE,2016,0.5957367243187354,1.2611271688678651,0.02520647591862709,0.22728769075252628,0.0005156391694721502,0.11596671866163248,Multiline Utilities,3.74,3.04,1.78,7.81,0.0036452786759998347
AEE,2017,0.5482993245680687,1.2911927911619192,0.021495743737055817,0.22837705705526504,0.0005370868368901542,0.12130371038668192,Multiline Utilities,4.1,3.21,2.5,7.93,0.0036690008727277845
AEE,2018,0.5705247347212657,1.2437308084037255,0.029063913563510606,0.21570496944033687,0.0008229630305797085,0.10832373261828998,Multiline Utilities,4.38,3.78,2.43,8.07,0.002531557180472683
AEE,2019,0.5712574628583458,1.2092155122599721,0.028709152770961924,0.2143823980797398,0.0007717527279084981,0.10500308226084747,Multiline Utilities,5.51,4.77,4.51,8.03,0.002745316635176904
AEE,2020,0.7582568518460676,1.1385057988636609,0.02916128904705266,0.22437004785898143,0.006056643213896362,0.08069658060783351,Multiline Utilities,4.92,4.16,3.58,7.98,0.0025480812863870614
AEE,2021,0.6963906540680939,1.1569827196562732,0.026684871266812665,0.20847669354358636,0.0003088099788018488,0.061757965434581126,Multiline Utilities,5.2,4.7,3.84,7.71,0.0021700425219241867
AEE,2022,0.7926322066279833,1.1210837900804302,0.02887830731159976,0.1903983956941324,0.00036674382315834557,0.08458623658772012,Multiline Utilities,5.26,4.37,4.58,7.71,0.0027706104146759864
AEE,2023,0.6520179197768385,1.1035001323154403,0.028869986475282938,0.207733332168433,0.000851730481292066,0.08938276970171703,Multiline Utilities,,,,,0.0015944733154514867
AEP,2012,0.6725780381184602,1.269506536498968,0.02378231841338693,0.17771829931417873,0.015410170280691929,0.09983768600611638,,,,,,
